layer,component,explained_variance_ratio,cumulative_explained_variance
1,76,0.0017004492692649364,0.2316232135053724
1,77,0.0016965181566774845,0.2333197316620499
1,78,0.001684205955825746,0.23500393761787564
1,79,0.0016739433631300926,0.23667788098100573
1,80,0.0016714039957150817,0.2383492849767208
1,81,0.0016614226624369621,0.24001070763915777
1,82,0.0016564270481467247,0.2416671346873045
1,83,0.0016465758671984076,0.2433137105545029
1,84,0.0016418802551925182,0.24495559080969542
1,85,0.0016366967465728521,0.24659228755626827
1,86,0.0016310893697664142,0.2482233769260347
1,87,0.0016239084070548415,0.24984728533308953
1,88,0.0016204117564484477,0.251467697089538
1,89,0.001612435793504119,0.2530801328830421
1,90,0.0016063987277448177,0.2546865316107869
1,91,0.0016030718106776476,0.25628960342146456
1,92,0.0015954850241541862,0.25788508844561875
1,93,0.0015871725045144558,0.2594722609501332
1,94,0.0015780642861500382,0.26105032523628324
1,95,0.0015770044410601258,0.26262732967734337
1,96,0.0015748394653201103,0.2642021691426635
1,97,0.0015700788935646415,0.2657722480362281
1,98,0.0015616265591233969,0.2673338745953515
1,99,0.0015578240854665637,0.2688916986808181
1,100,0.0015445294557139277,0.270436228136532
1,101,0.0015429039485752583,0.27197913208510727
1,102,0.0015390563057735562,0.2735181883908808
1,103,0.0015329504385590553,0.2750511388294399
1,104,0.0015231580473482609,0.27657429687678814
1,105,0.0015181314665824175,0.27809242834337056
1,106,0.0015156728914007545,0.2796081012347713
1,107,0.0015105343190953135,0.2811186355538666
1,108,0.0015020730206742883,0.2826207085745409
1,109,0.0014988421462476254,0.28411955072078854
1,110,0.0014903104165568948,0.28560986113734543
1,111,0.0014871952589601278,0.28709705639630556
1,112,0.0014838121132925153,0.2885808685095981
1,113,0.0014771055430173874,0.29005797405261546
1,114,0.001469323760829866,0.29152729781344533
1,115,0.001464397762902081,0.2929916955763474
1,116,0.0014604353345930576,0.29445213091094047
1,117,0.0014508370077237487,0.2959029679186642
1,118,0.0014469495508819818,0.2973499174695462
1,119,0.0014450850430876017,0.2987950025126338
1,120,0.0014404129469767213,0.3002354154596105
1,121,0.0014368710108101368,0.30167228647042066
1,122,0.001430756994523108,0.30310304346494377
1,123,0.0014268573140725493,0.3045299007790163
1,124,0.00141853466629982,0.30594843544531614
1,125,0.0014156501274555922,0.30736408557277173
1,126,0.0014148767804726958,0.3087789623532444
1,127,0.0014133345102891326,0.31019229686353356
1,128,0.0014090185286477208,0.3116013153921813
1,129,0.0014047324657440186,0.3130060478579253
1,130,0.0013966452097520232,0.3144026930676773
1,131,0.0013839991297572851,0.3157866921974346
