layer0_normalized_mse,layer1_normalized_mse,layer2_normalized_mse,layer3_normalized_mse,layer4_normalized_mse,layer5_normalized_mse,layer6_normalized_mse,layer7_normalized_mse,narrowband_start_index,sample_id
0.5541835427284241,0.8661693334579468,0.81607985496521,0.8902722001075745,0.9882756471633911,0.921474039554596,0.9176740050315857,0.900446891784668,36,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=6
0.4332631826400757,0.7605311870574951,0.8383179306983948,0.8713420033454895,0.8377446532249451,0.925133228302002,0.8619881868362427,0.8493013381958008,28,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=7
0.39323627948760986,0.5968382954597473,0.5618537664413452,0.7795790433883667,0.7835743427276611,0.8794283866882324,0.8947789669036865,0.9039545655250549,9,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=7
0.4350142180919647,0.8944844007492065,0.8655601143836975,0.8522540330886841,0.9376174807548523,0.9491453766822815,0.8899756073951721,0.9760266542434692,46,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=7
0.28256940841674805,0.7348863482475281,0.7675083875656128,0.8218029141426086,0.834306001663208,0.933576226234436,0.8862882852554321,0.8651010990142822,45,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=8
0.34005945920944214,0.7058246731758118,0.7505564093589783,0.8111793398857117,0.9150056838989258,0.911761999130249,0.8379358053207397,0.9047721028327942,50,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=8
0.355333536863327,0.7021072506904602,0.831020176410675,0.7904903888702393,0.7449502944946289,0.9238589406013489,0.8845359683036804,0.8694775700569153,10,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=8
0.19842834770679474,0.7602377533912659,0.8250710368156433,0.9144094586372375,0.6904648542404175,0.7917449474334717,0.8866713047027588,0.7559142708778381,36,seen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=9
0.2940272390842438,0.8138597011566162,0.8130331635475159,0.8423365354537964,0.9904196858406067,0.9645229578018188,0.9268097877502441,0.8487008810043335,39,same_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=9
0.3452681303024292,0.7556638717651367,0.7847916483879089,0.8423438668251038,0.8762614727020264,0.8614776730537415,0.9495324492454529,0.9373490214347839,37,unseen_speaker_unseen_utterance_unseen_channel:snr=5:jsr=-10:f=0.125:r=9
