architecture,cosine_similarity,finite,group,layer,normalized_mse,optimal_scalar_rescaled_normalized_loss,pearson_correlation,power_ratio,raw_mse,reconstruction_mean,reconstruction_power,reconstruction_std,relative_improvement_over_zero,subset,target_power,zero_normalized_mse
normalized_flat_mlp,0.008052102915826254,True,unseen_speaker_unseen_utterance_unseen_channel,2,1.0157294869422913,0.9999345541000366,0.008011266894754954,0.017869391478598118,1.5434491783380508,0.0016522580990567803,0.027090313844382763,0.16458305716514587,-0.01572948694229126,subset_16,1.5196428149938583,1.0
normalized_flat_mlp,0.013481449335813522,True,unseen_speaker_unseen_utterance_unseen_channel,3,1.0133423656225204,0.9998226761817932,0.013514655758626759,0.016850186279043555,1.1709903702139854,-0.0009800281841307878,0.019287245580926538,0.1388750672340393,-0.013342365622520447,subset_16,1.1556793302297592,1.0
normalized_flat_mlp,0.013565213201218285,True,unseen_speaker_unseen_utterance_unseen_channel,4,1.0146825015544891,0.9998164772987366,0.013546199159463868,0.01832975121214986,0.8938558101654053,0.0011053497437387705,0.016085794079117477,0.1268249750137329,-0.014682501554489136,subset_16,0.8809954449534416,1.0
normalized_flat_mlp,0.011100556104793213,True,unseen_speaker_unseen_utterance_unseen_channel,5,1.0142869353294373,0.9998787641525269,0.011102804797701538,0.017285463400185108,0.7685703635215759,-0.0006695899064652622,0.013029501307755709,0.11414487659931183,-0.014286935329437256,subset_16,0.7577285766601562,1.0
normalized_flat_mlp,0.009563814732246101,True,unseen_speaker_unseen_utterance_unseen_channel,6,1.0144783407449722,0.9999085068702698,0.009556203815009212,0.016977344872429967,0.6470264941453934,0.0020124842412769794,0.010800835792906582,0.10390758514404297,-0.014478340744972229,subset_16,0.6378127038478851,1.0
normalized_flat_mlp,0.007279924349859357,True,unseen_speaker_unseen_utterance_unseen_channel,7,1.0149272233247757,0.9999479055404663,0.007306655024876818,0.016837086994200945,0.5559214651584625,0.0005788008566014469,0.009182532667182386,0.09582378715276718,-0.014927223324775696,subset_16,0.5477624796330929,1.0
conv_conformer_v1,0.5944696590304375,True,same_speaker_unseen_utterance_unseen_channel,0,0.6472353115677834,0.6466597318649292,0.5944768860936165,0.3805520609021187,8.112056374549866,0.042345769703388214,4.770408511161804,2.1837158203125,0.35276468843221664,subset_16,12.534753203392029,1.0
conv_conformer_v1,0.3872619532048702,True,same_speaker_unseen_utterance_unseen_channel,1,0.8538070842623711,0.8429238796234131,0.3872964419424534,0.20452744513750076,1.8469823449850082,0.0012817149981856346,0.44210129976272583,0.6649057865142822,0.14619291573762894,subset_16,2.1837127953767776,1.0
conv_conformer_v1,0.32007234916090965,True,same_speaker_unseen_utterance_unseen_channel,2,0.9096062183380127,0.8953154683113098,0.32002904638648033,0.19044296815991402,1.2093949764966965,0.003559462958946824,0.2525537498295307,0.5025346279144287,0.0903937816619873,subset_16,1.3321861624717712,1.0
conv_conformer_v1,0.2385474219918251,True,same_speaker_unseen_utterance_unseen_channel,3,0.9667757153511047,0.9435686469078064,0.23855276219546795,0.15281109511852264,0.9939700663089752,4.456490387383383e-06,0.1537024797871709,0.39204907417297363,0.033224284648895264,subset_16,1.0292354598641396,1.0
