comparison,delta_equalized_symbol_nmse,delta_post_eq_sinr_empirical_db,delta_si_sdr_db,delta_stft_ratio,delta_summed_latent_nmse,delta_waveform_snr_db,nominal_snr_db,realization,utterance_index
A_to_B,2.1974041759967804,-8.987254619598389,-0.07186317443847656,0.4809530623871159,0.41058865189552307,0.3372899889945984,5.0,0,17
A_to_B,3.066953480243683,-10.467989444732666,-9.804762363433838,0.4019333819787123,0.15668952465057373,-1.0688707623630762,5.0,1,17
A_to_B,0.43439456820487976,-3.6904091835021973,-3.8150387946516275,0.20772151477824852,0.03804229199886322,-1.8940502405166626,5.0,0,18
A_to_B,1.1889367997646332,-6.7088587284088135,-6.823987603187561,0.3010260931906452,0.10020995140075684,-1.8393875062465668,5.0,1,18
A_to_B,0.558903843164444,-4.342394769191742,-3.189397096633911,0.16117410481679872,0.09543246030807495,-1.235575795173645,5.0,0,19
A_to_B,1.6943899393081665,-8.179607391357422,-2.65217212587595,0.2387011347430783,0.1289655864238739,-1.0679049491882324,5.0,1,19
A_to_B,1.518684059381485,-7.711573123931885,-0.8349194526672363,0.11131171260238393,0.03543411195278168,-0.36583375930786133,5.0,0,20
A_to_B,3.682535171508789,-10.993832111358643,-3.129092216491699,0.3994859624981393,0.09197112917900085,-0.9692087173461914,5.0,1,20
A_to_B,2.201898068189621,-9.01700210571289,-0.4278373718261719,0.2778038181607023,0.0889090895652771,0.31163889914751053,5.0,0,21
A_to_B,1.0730233788490295,-6.483529090881348,-5.572546362876892,0.14771227791307862,0.1156015545129776,-1.5916760563850403,5.0,1,21
A_to_B,9.442654937505722,-14.868169784545898,-12.23571252822876,0.6033142605609243,0.10426764190196991,-1.8297565281391144,5.0,0,22
A_to_B,7.041072696447372,-13.68775987625122,-7.209635496139526,0.5602924695484386,0.2600803077220917,-0.7749877423048019,5.0,1,22
A_to_B,0.09392628073692322,-1.1416988372802734,-0.07897019386291504,-0.07013087503852078,-0.0018981993198394775,0.0901021957397461,5.0,0,23
A_to_B,3.080424726009369,-10.34568738937378,-7.1213698387146,0.5394629267207043,0.16437754034996033,-2.3128257989883423,5.0,1,23
A_to_B,3.72416290640831,-11.15819501876831,-3.6683109998703003,0.2359131146938862,0.05022597312927246,-2.0904064178466797,5.0,0,24
A_to_B,0.025970041751861572,-0.3519406318664551,1.1980082988739014,-0.05894564986080697,-0.025214001536369324,0.8010430335998535,5.0,1,24
A_to_B,8.280830562114716,-14.33666706085205,-3.384344458580017,0.039575393729779806,0.024596989154815674,-1.8801791667938232,5.0,0,25
A_to_B,5.0831079185009,-12.214521408081055,-15.559859037399292,0.7548033826076617,0.47316598892211914,-4.2487733736634254,5.0,1,25
A_to_B,0.37699803709983826,-3.466381788253784,-2.089211940765381,0.14475522159169407,0.042033955454826355,-0.8395241796970367,5.0,0,26
A_to_B,4.817019373178482,-12.292628288269043,-3.4547958374023438,0.8585102994116636,0.47194667160511017,0.9153789281845093,5.0,1,26
A_to_B,0.5764926075935364,-4.604385733604431,-9.22168755531311,1.1075558814019155,0.13679222762584686,-4.050625801086426,5.0,0,27
A_to_B,4.015497237443924,-11.349316120147705,-1.4485523700714111,0.1723198973583966,0.03079313039779663,-0.9828386306762695,5.0,1,27
A_to_B,1.1328774988651276,-6.589579820632935,-7.670535087585449,0.1676915377830701,0.06853839755058289,-2.058321237564087,5.0,0,28
A_to_B,0.9184954166412354,-5.871493101119995,-5.392250299453735,0.36642012637574717,0.1735246479511261,-0.8085981607437134,5.0,1,28
A_to_B,5.924929440021515,-12.965474128723145,-1.8667371198534966,0.14596332023472702,0.01034441590309143,-0.8189382553100586,5.0,0,29
A_to_B,1.5307821929454803,-7.715342044830322,-0.29880839586257935,0.015955601397020347,-0.005333453416824341,-0.12005996704101562,5.0,1,29
A_to_B,0.11685878038406372,-1.4228439331054688,-0.18752062320709229,0.0071691144295544795,0.00229606032371521,-0.06888115406036377,5.0,0,30
A_to_B,5.963071197271347,-13.126177787780762,-10.18703818321228,0.7603555877096255,0.39289137721061707,-1.2440885677933693,5.0,1,30
A_to_B,0.5031736493110657,-4.240241825580597,-4.2999491691589355,0.26140383296678626,0.04331512749195099,-2.062298059463501,5.0,0,31
