burst_start_symbol,layer0_loss,layer1_loss,layer2_loss,layer3_loss,layer4_loss,layer5_loss,layer6_loss,layer7_loss,sample_id
8,0.2064451426267624,0.8128308057785034,0.6418164372444153,0.7830535173416138,0.7761044502258301,0.6807493567466736,0.8546329140663147,0.8102353811264038,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
5,0.3481726050376892,0.7450088858604431,0.7188413143157959,0.85987788438797,0.8507023453712463,0.8625898361206055,0.8886201977729797,0.8889918923377991,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
18,0.40608489513397217,0.6238076686859131,0.909485399723053,0.913361132144928,0.8138516545295715,0.9111635684967041,0.9070663452148438,0.869459331035614,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=10
20,0.3757757246494293,0.7961357831954956,0.8217699527740479,0.9125877618789673,0.8491567969322205,0.9247471690177917,0.8611609935760498,0.8633559346199036,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
10,0.29512545466423035,0.7830771803855896,0.7643508315086365,0.9160580039024353,0.9040658473968506,0.8873702883720398,0.8816706538200378,0.9390316009521484,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
17,0.3199347257614136,0.7659069299697876,0.9602389335632324,0.86579430103302,0.8697734475135803,0.9750306606292725,0.8987544178962708,0.9404356479644775,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=11
22,0.4215289354324341,0.9649566411972046,0.9901390075683594,0.8585295677185059,0.8052353262901306,0.8752123713493347,0.8507867455482483,0.9126864671707153,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
21,0.22334899008274078,0.7495759129524231,0.8335931897163391,0.8331472873687744,0.9170686602592468,0.8786646127700806,0.9356229305267334,0.8911687135696411,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
17,0.4751705527305603,0.8090997338294983,0.895553469657898,0.8463165163993835,0.815259575843811,0.9058576226234436,0.9644157290458679,0.9501373171806335,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=12
18,0.5879756212234497,0.9327603578567505,0.9385226964950562,0.9782134294509888,0.935789942741394,0.9497361183166504,0.8802933096885681,0.9732742309570312,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
16,0.382195383310318,0.8242200016975403,0.7409915924072266,0.821170449256897,0.9308236241340637,0.9090167284011841,0.8760332465171814,0.9115596413612366,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
8,0.26116007566452026,0.756466269493103,0.7558994293212891,0.8367687463760376,0.8428115248680115,0.887538492679596,0.9342337250709534,0.8864079117774963,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=13
4,0.3774670362472534,0.7480066418647766,0.7332335710525513,0.7104132175445557,0.8242501616477966,0.9042216539382935,0.8735151290893555,0.838377833366394,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
3,0.23388750851154327,0.426638126373291,0.7863003611564636,0.755748987197876,0.9483678936958313,0.910829484462738,0.8688319325447083,0.9132327437400818,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
13,0.38602587580680847,0.8826026916503906,0.8342846632003784,0.7350195646286011,0.8523634672164917,0.8163110017776489,0.9428074359893799,0.8823782205581665,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=14
23,0.479402095079422,0.9608483910560608,0.9213011860847473,0.7975733876228333,0.7842321395874023,0.8605719208717346,0.9624160528182983,0.8820420503616333,seen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
18,0.38815373182296753,0.5586352348327637,0.5799465775489807,0.8045900464057922,0.8920983076095581,0.9041233658790588,0.8967298865318298,0.929050862789154,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-10.0:f=0.25:r=15
