loss,pilot_overlap_fraction,sample_id
0.9329715967178345,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=5
0.8178482763469219,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=5
0.816774956882,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=6
0.8250656723976135,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=6
0.8501950316131115,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=6
0.8240505456924438,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=7
0.7733388803899288,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=7
0.8498016335070133,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=7
0.7473387308418751,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=8
0.7910996228456497,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=8
0.8276846073567867,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=8
0.7256642021238804,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=9
0.7666925247758627,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=9
0.8202386349439621,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=9
0.7107627391815186,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=10
0.8541770093142986,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=10
0.8288954943418503,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=10
0.8434694185853004,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=11
0.8195889629423618,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=11
0.8483292609453201,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=11
0.830770879983902,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=12
0.7883562985807657,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=12
0.7999132312834263,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=12
0.7790698520839214,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=13
0.7698308080434799,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=13
0.868926391005516,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=13
0.8060772903263569,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=14
0.7761828862130642,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=14
0.8259021379053593,0.25,unseen_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=14
0.7927545085549355,0.25,seen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=15
0.774970605969429,0.25,same_speaker_unseen_utterance_unseen_channel:snr=5.0:jsr=-5.0:f=0.25:r=15
